Time Pressure difference Time.1 Pressure.1 difference.1
(hr) (psi) (hr) (psi)
0.000200000000006639311 0.45841731442694400 0.000200000000006639311 0.36847529536925971
0.000399999999999067768 0.90996814169019258 0.000399999999999067768 0.93442874247662511
0.000600000000005707079 1.35596100779240403 0.000600000000005707079 1.35333109392706885
0.000799999999998135536 1.79700360532439141 0.000799999999998135536 1.77188268468593191
0.001007140329434719206 2.24899730064404269 0.001007140329434719206 2.20313641484441458
0.001267914553963578328 2.81157485237698657 0.001267914553963578328 2.73891788439949568
0.001596209851982166583 3.51029906581802154 0.001596209851982166583 3.39702325756439238
0.002009509145224797066 4.37593606718467587 0.002009509145224797066 4.20163735778353864
0.002529822128138903281 5.44518440254915159 0.002529822128138903281 5.17997855983992306
0.003184857364431081805 6.76134202408244533 0.003184857364431081805 6.36181873232802531
0.004009497869020606231 8.37481387682547940 0.004009497869020606231 7.77848209553378922
0.005047658755842121536 10.34331722397401698 0.005047658755842121536 9.46109109385131397
0.006354625877790454069 12.73158057647761510 0.006354625877790454069 11.43785853582146750
0.008000000000009777068 15.61030086521258653 0.008000000000009777068 13.73027632181689306
0.010071403294347192059 19.05408575565349594 0.010071403294347192059 16.34804206492029621
0.012679145539706837553 23.13807267461629635 0.012679145539706837553 19.28294201829297450
0.015962098519750611558 27.93305212193251208 0.015962098519750611558 22.50231045428316889
0.020095091452091651263 33.49907264406619589 0.020095091452091651263 25.94326388674668493
0.025298221281360611101 39.87790728332630863 0.025298221281360611101 29.50914727543460714
0.031848573644296607199 47.08502124425196200 0.031848573644296607199 33.07204536162428354
0.040094978690177640601 55.10319525789422102 0.040094978690177640601 36.48088147964627126
0.050476587558421215363 63.87822492423711651 0.050476587558421215363 39.57988029857087753
0.063546258777961384112 73.32104850541176688 0.063546258777961384112 42.23191356051654566
0.079999999999998294697 83.31419863562111061 0.079999999999998294697 44.34335746239105447
0.100714032943542974863 93.72537373499076807 0.100714032943542974863 45.88576601499928387
0.126791455396897845276 104.42385892978741424 0.126791455396897845276 46.89977785330079030
0.159620985197506115583 115.29587654316618739 0.159620985197506115583 47.48643189061960612
0.200950914520760193227 126.25697658328216733 0.200950914520760193227 47.78412370407723131
0.252982212813478213320 137.25673843183557210 0.252982212813478213320 47.93779722273533395
0.318485736442795541734 148.27693470801361286 0.318485736442795541734 48.07394866560574798
0.400949786901833249431 159.32468172476316681 0.400949786901833249431 48.28518910141490750
0.504765875584155310207 170.42345244735182064 0.504765875584155310207 48.62364972418936304
0.635462587779443310865 181.60315003383263388 0.635462587779443310865 49.11383685736906557
0.799999999999997157829 192.89695849917811188 0.799999999999997157829 49.75483894435724608
1.007140329435344483500 204.33238051751555986 1.007140329435344483500 50.53214328164642666
1.267914553968893187630 215.93339949770020780 1.267914553968893187630 51.43535194815677158
1.596209851975103788391 227.71950404945431501 1.596209851975103788391 52.45379340142120839
2.009509145207672986544 239.70565601795149746 2.009509145207672986544 53.58273145447093810
2.529822128134711078928 251.90390035623599374 2.529822128134711078928 54.82434233279179381
3.184857364427998049905 264.32346396779240649 3.184857364427998049905 56.18409914118467441
4.009497869018190385759 276.97033957185516329 4.009497869018190385759 57.65862837547233255
5.009497869018204596614 289.41418106760426099 5.009497869018204596614 59.16733831966585910
6.009497869018204596614 299.73018961012456884 6.009497869018204596614 60.45906764075192541
7.009497869018204596614 308.54930559743138474 7.009497869018204596614 61.58500973790383171
8.009497869018204596614 316.25007931974926123 8.009497869018204596614 62.58064940797721221
9.009497869018204596614 323.08417503486941769 9.009497869018204596614 63.46582090514239383
10.009497869018190385759 329.22265465714906441 10.009497869018190385759 64.24956366960316245
11.009497869018190385759 334.78911541782980521 11.009497869018190385759 64.97026796949268146
12.009497869018190385759 339.87861058272414994 12.009497869018190385759 65.59490760300897705
13.009497869018190385759 344.56688205104597955 13.009497869018190385759 66.19010528998077802
14.009497869018190385759 348.89852005634213583 14.009497869018190385759 66.77212856244200623
15.009497869018190385759 352.93409433240043427 15.009497869018190385759 67.25494682460023910
16.009497869018204596614 356.70855224436411390 16.009497869018204596614 67.68676938034242596
17.009497869018204596614 360.23962271530825774 17.009497869018204596614 68.16599967439476870
18.009497869018204596614 363.55363416363718443 18.009497869018204596614 68.51134868455326909
19.009497869018204596614 366.69178397822673787 19.009497869018204596614 68.84613629747133245
20.009497869018204596614 369.66095617523711780 20.009497869018204596614 69.16690674727423982
21.009497869018204596614 372.46982228159339456 21.009497869018204596614 69.55583415727912211
22.009497869018190385759 375.12421283813631590 22.009497869018190385759 69.90745737986722474
23.009497869018190385759 377.65997041967085579 23.009497869018190385759 70.13148957321668320
24.009497869018190385759 380.08935418748092161 24.009497869018190385759 70.36229785801157277
25.009497869018190385759 382.41045268750815467 25.009497869018190385759 70.67431207115143366
26.009497869018190385759 384.62723426732651433 26.009497869018190385759 70.87126012843529566
27.009497869018204596614 386.73958179851240402 27.009497869018204596614 71.11433306040790114
28.009497869018190385759 388.75972792491984364 28.009497869018190385759 71.28313710133609504
29.009497869018190385759 390.70583118437997427 29.009497869018190385759 71.21646911882956488
30.009497869018190385759 392.58205043532581158 30.009497869018190385759 71.20594381959854502
31.009497869018190385759 394.38569913544370138 31.009497869018190385759 71.23660260070558081
32.009497869018190385759 396.11782738896732781 32.009497869018190385759 71.31700926136701923
33.009497869018218807469 397.77052969544780581 33.009497869018218807469 71.28075926736572399
34.009497869018190385759 399.35222415509804250 34.009497869018190385759 71.34007711771340610
35.009497869018218807469 400.87479044684971541 35.009497869018218807469 71.36071491568360159
36.009497869018190385759 402.34815833439114385 36.009497869018190385759 71.31491106832069704
37.009497869018218807469 403.78176261033701167 37.009497869018218807469 71.26332744127961405
38.009497869018190385759 405.17035956157980081 38.009497869018190385759 71.30350541385217866
39.009497869018190385759 406.51407528671643377 39.009497869018190385759 71.46048568847105287
40.009497869018190385759 407.81351015173754604 40.009497869018190385759 71.64455736533493280
41.009497869018190385759 409.07105012457083149 41.009497869018190385759 71.77996982638497059
42.009497869018190385759 410.28683258981669724 42.009497869018190385759 71.95631304279913820
43.009497869018190385759 411.46414365927370227 43.009497869018190385759 72.06034511109808705
44.009497869018218807469 412.61239358869119087 44.009497869018218807469 72.11812152735171821
46.009497869018218807469 414.82699063820240326 46.009497869018218807469 72.26908475253321740
48.009497869018218807469 416.93910087272246301 48.009497869018218807469 72.38999164773569817
50.009497869018218807469 418.93807380493279879 50.009497869018218807469 72.65330723105313382
52.009497869018190385759 420.82842566493957293 52.009497869018190385759 72.73525661150833344
54.009497869018190385759 422.61210765680897339 54.009497869018190385759 72.71250840697821616
56.009497869018190385759 424.31393027070430435 56.009497869018190385759 72.50650555886939230
58.009497869018190385759 425.94560254681823608 58.009497869018190385759 71.71109041863405764
60.009497869018190385759 427.50604063034080582 60.009497869018190385759 71.17095521088077703
62.009497869018190385759 428.98556527815003392 62.009497869018190385759 70.64387616016584559
64.009497869018190385759 430.38244838516231994 64.009497869018190385759 70.13138555569906885
66.009497869018218807469 431.70346829718670278 66.009497869018218807469 69.64190196499284013
68.009497869018218807469 432.92071520962991826 68.009497869018218807469 68.95996568025724116
70.009497869018218807469 434.07099186293646653 70.009497869018218807469 68.51260029957029474
72.009497869018218807469 435.17003002130843470 72.009497869018218807469 68.17386124741955200
74.009497869018190385759 436.22772062305438112 74.009497869018190385759 67.72388527090298282
76.009497869018190385759 437.23982232139627513 76.009497869018190385759 67.28251848845077632
78.009497869018190385759 438.20477764278450650 78.009497869018190385759 67.17461718637541424
80.009497869018190385759 439.13257358845947920 80.009497869018190385759 66.85059448077880973
82.009497869018190385759 440.04669087139120620 82.009497869018190385759 66.56282167743962930
84.009497869018190385759 440.93054103757361872 84.009497869018190385759 66.51784665215579651
86.009497869018190385759 441.78677109904413101 86.009497869018190385759 66.47767200045102243
88.009497869018218807469 442.61373923876510617 88.009497869018218807469 66.38498786384037942
91.009497869018190385759 443.80158357818277182 91.009497869018190385759 66.12050563821544813
94.009497869018218807469 444.92714528157335963 94.009497869018218807469 65.69651070285152628
97.009497869018190385759 445.99374410271275337 97.009497869018190385759 64.39040658610062451
99.504748934509109403734 446.81444492477879749 99.504748934509109403734 66.67230943693552092
nan nan nan nan

