Time Pressure difference Time.1 Pressure.1 difference.1
(hr) (psi) (hr) (psi)
0.000200000000020850166 0.71066764785550551 0.000200000000020850166 0.57226312886544362
0.000399999999999067768 1.36339353279693909 0.000399999999999067768 1.31111110020689692
0.000600000000019917934 1.98262077984374208 0.000600000000019917934 1.84198695677088242
0.000799999999998135536 2.57677346056499124 0.000799999999998135536 2.35097797916688256
0.001007140329434719206 3.17074582513852121 0.001007140329434719206 2.85755661917114789
0.001267914553977789183 3.89271324640974159 0.001267914553977789183 3.46696195962908638
0.001596209851982166583 4.76731994024170103 0.001596209851982166583 4.19178062146554353
0.002009509145224797066 5.82306780661301548 0.002009509145224797066 5.04957089115950897
0.002529822128153114136 7.09268513583722449 0.002529822128153114136 6.05946250002007325
0.003184857364431081805 8.61348072381525753 0.003184857364431081805 7.24208076219343155
0.004009497869034817086 10.42767725990355920 0.004009497869034817086 8.61945343889303039
0.005047658755856332391 12.58272200601440538 0.005047658755856332391 10.21492278945279786
0.006354625877790454069 15.13157890997526955 0.006354625877790454069 12.05309326018912230
0.008000000000009777068 18.13301410221492205 0.008000000000009777068 14.15985120629163418
0.010071403294361402914 21.65189555014636369 0.010071403294361402914 16.56249494095784414
0.012679145539692626699 25.75953627526864764 0.012679145539692626699 19.29000730773458017
0.015962098519750611558 30.53411647794296968 0.015962098519750611558 22.37348171631381888
0.020095091452091651263 36.06121865431924789 0.020095091452091651263 25.84667624468378833
0.025298221281360611101 42.43449885182363346 0.025298221281360611101 29.74665808031211256
0.031848573644296607199 49.75651006781333052 0.031848573644296607199 34.11459524192840576
0.040094978690191851456 58.13972615521181808 0.040094978690191851456 38.99694423458088721
0.050476587558435426217 67.70789528007995273 0.050476587558435426217 44.44723940724265532
0.063546258777947173257 78.59786391570284536 0.063546258777947173257 50.52788071974299555
0.080000000000012505552 90.96171971063591855 0.080000000000012505552 57.30980068473236599
0.100714032943542974863 104.96841500099351663 0.100714032943542974863 64.86703690329916583
0.126791455396883634421 120.80334704869385121 0.126791455396883634421 73.26460872053533535
0.159620985197506115583 138.66431753757851197 0.159620985197506115583 82.54219772048959669
0.200950914520774404082 158.75349732115594747 0.200950914520774404082 92.70013189592886249
0.252982212813464002465 181.26680918351283367 0.252982212813464002465 103.69585500124803445
0.318485736442809752589 206.38411250523839158 0.318485736442809752589 115.44834712459633863
0.400949786901833249431 234.26042840850450943 0.400949786901833249431 127.86612490813958232
0.504765875584169521062 265.02873042201866838 0.504765875584169521062 140.86364538454355966
0.635462587779443310865 298.79836460448598245 0.635462587779443310865 154.38189943544759331
0.800000000000011368684 335.66678802554400818 0.800000000000011368684 168.41595928803533866
1.007140329435344483500 375.72992114859590629 1.007140329435344483500 183.04923980393752458
1.267914553968907398485 419.10846200671767292 1.267914553968907398485 198.32001087996371780
1.596209851975117999245 465.89617901643362075 1.596209851975117999245 214.49036300892322515
2.009509145207687197399 516.30611482021674874 2.009509145207687197399 231.70258717489906530
2.529822128134725289783 570.46152723910859095 2.529822128134725289783 250.25683971509121761
3.184857364427983839050 628.66178712722262389 3.184857364427983839050 270.56140661463217612
4.009497869018204596614 691.14925598770832949 4.009497869018204596614 292.76832518523633553
5.009497869018190385759 755.92272251035217323 5.009497869018190385759 316.21077385420011296
6.009497869018190385759 812.18947813409306491 6.009497869018190385759 336.80679144846425288
7.009497869018204596614 862.16275556747427800 7.009497869018204596614 355.17572066925561103
8.009497869018190385759 907.22973697299346441 8.009497869018190385759 371.66176852282421805
9.009497869018204596614 948.32674003544593688 9.009497869018204596614 386.56862312873414567
10.009497869018190385759 986.12280619223190570 10.009497869018190385759 400.09193478213217077
11.009497869018190385759 1021.11717234708203250 11.009497869018190385759 412.30125117657871670
12.009497869018204596614 1053.69553654458468372 12.009497869018204596614 423.46557792608683712
13.009497869018190385759 1084.16253495333990031 13.009497869018190385759 433.70030287308998140
14.009497869018204596614 1112.76742369431576662 14.009497869018204596614 443.09016542687703577
15.009497869018190385759 1139.71128626496442848 15.009497869018190385759 451.73574138734500139
16.009497869018190385759 1165.16096613268223336 16.009497869018190385759 459.72450897105903778
17.009497869018204596614 1189.26249601585345772 17.009497869018204596614 467.13796058511815090
18.009497869018190385759 1212.14228579172277023 18.009497869018190385759 474.06024303396333153
19.009497869018204596614 1233.90778353369864817 19.009497869018204596614 480.51296255643808308
20.009497869018190385759 1254.65594930466068035 20.009497869018190385759 486.52819451396021577
21.009497869018190385759 1274.46622157548313226 21.009497869018190385759 492.13569450663817406
22.009497869018204596614 1293.40657677530589353 22.009497869018204596614 497.38430986173023030
23.009497869018190385759 1311.53916113888612927 23.009497869018190385759 502.29204625949660112
24.009497869018204596614 1328.92142162790264592 24.009497869018204596614 506.91103499531249099
25.009497869018204596614 1345.60722018733372352 25.009497869018204596614 511.26556110383643272
26.009497869018190385759 1361.64396721806156165 26.009497869018190385759 515.38115537996372950
27.009497869018204596614 1377.07490937910870343 27.009497869018204596614 519.28569253344039680
28.009497869018190385759 1391.93760677609634513 28.009497869018190385759 522.98840647815734428
29.009497869018190385759 1406.26574924530928001 29.009497869018190385759 526.47378123327155208
30.009497869018190385759 1420.09060065451603805 30.009497869018190385759 529.81203587612321826
31.009497869018218807469 1433.44079993752575319 31.009497869018218807469 532.97924070568603838
32.009497869018190385759 1446.34272626392339589 32.009497869018190385759 535.98823705120378236
33.009497869018190385759 1458.82079320815614665 33.009497869018190385759 538.83457678795855372
34.009497869018218807469 1470.89847459426050591 34.009497869018218807469 541.57741575763554920
35.009497869018190385759 1482.59668343680846192 35.009497869018190385759 544.19164268964323128
36.009497869018190385759 1493.93475200361604038 36.009497869018190385759 546.71132010967778569
37.009497869018190385759 1504.93058858930658062 37.009497869018190385759 549.13417816412572847
38.009497869018218807469 1515.60124859501047467 38.009497869018218807469 551.47094916605703929
39.009497869018190385759 1525.96233606572172903 39.009497869018190385759 553.73794393877756193
40.009497869018190385759 1536.02846327249858405 40.009497869018190385759 555.92807219359872306
